Price per carat,Clarity,Colour,CO,Month,Year,Size
5475.333333,VS,G-I,G-I,Jul,2018,1.01-1.09
4288.416667,SI,G-I,G-I,Jul,2018,1.01-1.09
2733.666667,I1,G-I,G-I,Jul,2018,1.01-1.09
2992.25,VVS,L-M,J-M,Jul,2018,1.01-1.09
2883.5,VS,L-M,J-M,Jul,2018,1.01-1.09
2376.5,SI,L-M,J-M,Jul,2018,1.01-1.09
1773.75,I1,L-M,J-M,Jul,2018,1.01-1.09
10543.5,VVS,E-F,E-F,Jul,2018,1.5-1.69
8748,VS,E-F,E-F,Jul,2018,1.5-1.69
5975.625,SI,E-F,E-F,Jul,2018,1.5-1.69
3560.75,I1,E-F,E-F,Jul,2018,1.5-1.69
7102.666667,VVS,G-I,G-I,Jul,2018,1.5-1.69
6440,VS,G-I,G-I,Jul,2018,1.5-1.69
5133.083333,SI,G-I,G-I,Jul,2018,1.5-1.69
3127.5,I1,G-I,G-I,Jul,2018,1.5-1.69
3413.25,VVS,L-M,J-M,Jul,2018,1.5-1.69
2976.25,VS,L-M,J-M,Jul,2018,1.5-1.69
2631.5,SI,L-M,J-M,Jul,2018,1.5-1.69
1935,I1,L-M,J-M,Jul,2018,1.5-1.69
16065.625,VVS,E-F,E-F,Jul,2018,2.01-2.09
12281.25,VS,E-F,E-F,Jul,2018,2.01-2.09
7848.125,SI,E-F,E-F,Jul,2018,2.01-2.09
4239.5,I1,E-F,E-F,Jul,2018,2.01-2.09
10159.58333,VVS,G-I,G-I,Jul,2018,2.01-2.09
8903,VS,G-I,G-I,Jul,2018,2.01-2.09
6686.666667,SI,G-I,G-I,Jul,2018,2.01-2.09
3799.333333,I1,G-I,G-I,Jul,2018,2.01-2.09
4671.75,VVS,L-M,J-M,Jul,2018,2.01-2.09
4166.25,VS,L-M,J-M,Jul,2018,2.01-2.09
3374.25,SI,L-M,J-M,Jul,2018,2.01-2.09
2160.75,I1,L-M,J-M,Jul,2018,2.01-2.09
3720.25,VVS,J-K,J-M,Jul,2018,1.01-1.09
3755.25,VS,J-K,J-M,Jul,2018,1.01-1.09
3172.25,SI,J-K,J-M,Jul,2018,1.01-1.09
2064,I1,J-K,J-M,Jul,2018,1.01-1.09
4533,VVS,J-K,J-M,Jul,2018,1.5-1.69
4168,VS,J-K,J-M,Jul,2018,1.5-1.69
3685,SI,J-K,J-M,Jul,2018,1.5-1.69
2354.25,I1,J-K,J-M,Jul,2018,1.5-1.69
5959.5,VVS,J-K,J-M,Jul,2018,2.01-2.09
5460,VS,J-K,J-M,Jul,2018,2.01-2.09
4501.25,SI,J-K,J-M,Jul,2018,2.01-2.09
2870.25,I1,J-K,J-M,Jul,2018,2.01-2.09
7833.875,VVS,E-F,E-F,Aug,2018,1.01-1.09
6667.5,VS,E-F,E-F,Aug,2018,1.01-1.09
4897.75,SI,E-F,E-F,Aug,2018,1.01-1.09
3092.75,I1,E-F,E-F,Aug,2018,1.01-1.09
5652.75,VVS,G-I,G-I,Aug,2018,1.01-1.09
5412.333333,VS,G-I,G-I,Aug,2018,1.01-1.09
4288.416667,SI,G-I,G-I,Aug,2018,1.01-1.09
2733.666667,I1,G-I,G-I,Aug,2018,1.01-1.09
2992.25,VVS,L-M,J-M,Aug,2018,1.01-1.09
2883.5,VS,L-M,J-M,Aug,2018,1.01-1.09
2376.5,SI,L-M,J-M,Aug,2018,1.01-1.09
1773.75,I1,L-M,J-M,Aug,2018,1.01-1.09
10462.5,VVS,E-F,E-F,Aug,2018,1.5-1.69
8748,VS,E-F,E-F,Aug,2018,1.5-1.69
5975.625,SI,E-F,E-F,Aug,2018,1.5-1.69
3560.75,I1,E-F,E-F,Aug,2018,1.5-1.69
7093.5,VVS,G-I,G-I,Aug,2018,1.5-1.69
6459,VS,G-I,G-I,Aug,2018,1.5-1.69
5133.083333,SI,G-I,G-I,Aug,2018,1.5-1.69
3127.5,I1,G-I,G-I,Aug,2018,1.5-1.69
3413.25,VVS,L-M,J-M,Aug,2018,1.5-1.69
2976.25,VS,L-M,J-M,Aug,2018,1.5-1.69
2631.5,SI,L-M,J-M,Aug,2018,1.5-1.69
1935,I1,L-M,J-M,Aug,2018,1.5-1.69
16065.625,VVS,E-F,E-F,Aug,2018,2.01-2.09
12363.75,VS,E-F,E-F,Aug,2018,2.01-2.09
7963.125,SI,E-F,E-F,Aug,2018,2.01-2.09
4239.5,I1,E-F,E-F,Aug,2018,2.01-2.09
10159.58333,VVS,G-I,G-I,Aug,2018,2.01-2.09
8903,VS,G-I,G-I,Aug,2018,2.01-2.09
6769.583333,SI,G-I,G-I,Aug,2018,2.01-2.09
3799.333333,I1,G-I,G-I,Aug,2018,2.01-2.09
4671.75,VVS,L-M,J-M,Aug,2018,2.01-2.09
4166.25,VS,L-M,J-M,Aug,2018,2.01-2.09
3440,SI,L-M,J-M,Aug,2018,2.01-2.09
2160.75,I1,L-M,J-M,Aug,2018,2.01-2.09
3705.25,VVS,J-K,J-M,Aug,2018,1.01-1.09
3726.25,VS,J-K,J-M,Aug,2018,1.01-1.09
3172.25,SI,J-K,J-M,Aug,2018,1.01-1.09
2064,I1,J-K,J-M,Aug,2018,1.01-1.09
4533,VVS,J-K,J-M,Aug,2018,1.5-1.69
4168,VS,J-K,J-M,Aug,2018,1.5-1.69
3685,SI,J-K,J-M,Aug,2018,1.5-1.69
2354.25,I1,J-K,J-M,Aug,2018,1.5-1.69
5959.5,VVS,J-K,J-M,Aug,2018,2.01-2.09
5460,VS,J-K,J-M,Aug,2018,2.01-2.09
4563.75,SI,J-K,J-M,Aug,2018,2.01-2.09
2870.25,I1,J-K,J-M,Aug,2018,2.01-2.09
7833.875,VVS,E-F,E-F,Sep,2018,1.01-1.09
6667.5,VS,E-F,E-F,Sep,2018,1.01-1.09
4897.75,SI,E-F,E-F,Sep,2018,1.01-1.09
3092.75,I1,E-F,E-F,Sep,2018,1.01-1.09
5652.75,VVS,G-I,G-I,Sep,2018,1.01-1.09
5412.333333,VS,G-I,G-I,Sep,2018,1.01-1.09
4288.416667,SI,G-I,G-I,Sep,2018,1.01-1.09
2733.666667,I1,G-I,G-I,Sep,2018,1.01-1.09
2992.25,VVS,L-M,J-M,Sep,2018,1.01-1.09
2883.5,VS,L-M,J-M,Sep,2018,1.01-1.09
2376.5,SI,L-M,J-M,Sep,2018,1.01-1.09
1773.75,I1,L-M,J-M,Sep,2018,1.01-1.09
10462.5,VVS,E-F,E-F,Sep,2018,1.5-1.69
8748,VS,E-F,E-F,Sep,2018,1.5-1.69
5975.625,SI,E-F,E-F,Sep,2018,1.5-1.69
3560.75,I1,E-F,E-F,Sep,2018,1.5-1.69
7093.5,VVS,G-I,G-I,Sep,2018,1.5-1.69
6459,VS,G-I,G-I,Sep,2018,1.5-1.69
5133.083333,SI,G-I,G-I,Sep,2018,1.5-1.69
3127.5,I1,G-I,G-I,Sep,2018,1.5-1.69
3413.25,VVS,L-M,J-M,Sep,2018,1.5-1.69
2976.25,VS,L-M,J-M,Sep,2018,1.5-1.69
2631.5,SI,L-M,J-M,Sep,2018,1.5-1.69
1935,I1,L-M,J-M,Sep,2018,1.5-1.69
16065.625,VVS,E-F,E-F,Sep,2018,2.01-2.09
12363.75,VS,E-F,E-F,Sep,2018,2.01-2.09
7963.125,SI,E-F,E-F,Sep,2018,2.01-2.09
4239.5,I1,E-F,E-F,Sep,2018,2.01-2.09
10159.58333,VVS,G-I,G-I,Sep,2018,2.01-2.09
8903,VS,G-I,G-I,Sep,2018,2.01-2.09
6769.583333,SI,G-I,G-I,Sep,2018,2.01-2.09
3799.333333,I1,G-I,G-I,Sep,2018,2.01-2.09
4671.75,VVS,L-M,J-M,Sep,2018,2.01-2.09
4166.25,VS,L-M,J-M,Sep,2018,2.01-2.09
3440,SI,L-M,J-M,Sep,2018,2.01-2.09
2160.75,I1,L-M,J-M,Sep,2018,2.01-2.09
3705.25,VVS,J-K,J-M,Sep,2018,1.01-1.09
3726.25,VS,J-K,J-M,Sep,2018,1.01-1.09
3172.25,SI,J-K,J-M,Sep,2018,1.01-1.09
2064,I1,J-K,J-M,Sep,2018,1.01-1.09
4533,VVS,J-K,J-M,Sep,2018,1.5-1.69
4168,VS,J-K,J-M,Sep,2018,1.5-1.69
3685,SI,J-K,J-M,Sep,2018,1.5-1.69
2354.25,I1,J-K,J-M,Sep,2018,1.5-1.69
5959.5,VVS,J-K,J-M,Sep,2018,2.01-2.09
5460,VS,J-K,J-M,Sep,2018,2.01-2.09
4563.75,SI,J-K,J-M,Sep,2018,2.01-2.09
2870.25,I1,J-K,J-M,Sep,2018,2.01-2.09
7833.875,VVS,E-F,E-F,Oct,2018,1.01-1.09
6574,VS,E-F,E-F,Oct,2018,1.01-1.09
4764.75,SI,E-F,E-F,Oct,2018,1.01-1.09
3092.75,I1,E-F,E-F,Oct,2018,1.01-1.09
5652.75,VVS,G-I,G-I,Oct,2018,1.01-1.09
5344.666667,VS,G-I,G-I,Oct,2018,1.01-1.09
4166.916667,SI,G-I,G-I,Oct,2018,1.01-1.09
2733.666667,I1,G-I,G-I,Oct,2018,1.01-1.09
2992.25,VVS,L-M,J-M,Oct,2018,1.01-1.09
2883.5,VS,L-M,J-M,Oct,2018,1.01-1.09
2376.5,SI,L-M,J-M,Oct,2018,1.01-1.09
1773.75,I1,L-M,J-M,Oct,2018,1.01-1.09
10543.5,VVS,E-F,E-F,Oct,2018,1.5-1.69
8748,VS,E-F,E-F,Oct,2018,1.5-1.69
5975.625,SI,E-F,E-F,Oct,2018,1.5-1.69
3560.75,I1,E-F,E-F,Oct,2018,1.5-1.69
7102.666667,VVS,G-I,G-I,Oct,2018,1.5-1.69
6440,VS,G-I,G-I,Oct,2018,1.5-1.69
5133.083333,SI,G-I,G-I,Oct,2018,1.5-1.69
3127.5,I1,G-I,G-I,Oct,2018,1.5-1.69
3413.25,VVS,L-M,J-M,Oct,2018,1.5-1.69
2976.25,VS,L-M,J-M,Oct,2018,1.5-1.69
2631.5,SI,L-M,J-M,Oct,2018,1.5-1.69
1935,I1,L-M,J-M,Oct,2018,1.5-1.69
16065.625,VVS,E-F,E-F,Oct,2018,2.01-2.09
12363.75,VS,E-F,E-F,Oct,2018,2.01-2.09
7929.375,SI,E-F,E-F,Oct,2018,2.01-2.09
4239.5,I1,E-F,E-F,Oct,2018,2.01-2.09
10159.58333,VVS,G-I,G-I,Oct,2018,2.01-2.09
8846.333333,VS,G-I,G-I,Oct,2018,2.01-2.09
6695,SI,G-I,G-I,Oct,2018,2.01-2.09
3799.333333,I1,G-I,G-I,Oct,2018,2.01-2.09
4671.75,VVS,L-M,J-M,Oct,2018,2.01-2.09
4166.25,VS,L-M,J-M,Oct,2018,2.01-2.09
3440,SI,L-M,J-M,Oct,2018,2.01-2.09
2160.75,I1,L-M,J-M,Oct,2018,2.01-2.09
3705.25,VVS,J-K,J-M,Oct,2018,1.01-1.09
3726.25,VS,J-K,J-M,Oct,2018,1.01-1.09
3172.25,SI,J-K,J-M,Oct,2018,1.01-1.09
2064,I1,J-K,J-M,Oct,2018,1.01-1.09
4501,VVS,J-K,J-M,Oct,2018,1.5-1.69
4168,VS,J-K,J-M,Oct,2018,1.5-1.69
3685,SI,J-K,J-M,Oct,2018,1.5-1.69
2354.25,I1,J-K,J-M,Oct,2018,1.5-1.69
5959.5,VVS,J-K,J-M,Oct,2018,2.01-2.09
5460,VS,J-K,J-M,Oct,2018,2.01-2.09
4563.75,SI,J-K,J-M,Oct,2018,2.01-2.09
2870.25,I1,J-K,J-M,Oct,2018,2.01-2.09
7807.125,VVS,E-F,E-F,Nov,2018,1.01-1.09
6549,VS,E-F,E-F,Nov,2018,1.01-1.09
4728.25,SI,E-F,E-F,Nov,2018,1.01-1.09
3092.75,I1,E-F,E-F,Nov,2018,1.01-1.09
5629.083333,VVS,G-I,G-I,Nov,2018,1.01-1.09
5317.666667,VS,G-I,G-I,Nov,2018,1.01-1.09
4130.083333,SI,G-I,G-I,Nov,2018,1.01-1.09
2733.666667,I1,G-I,G-I,Nov,2018,1.01-1.09
2992.25,VVS,L-M,J-M,Nov,2018,1.01-1.09
2883.5,VS,L-M,J-M,Nov,2018,1.01-1.09
2376.5,SI,L-M,J-M,Nov,2018,1.01-1.09
1773.75,I1,L-M,J-M,Nov,2018,1.01-1.09
10543.5,VVS,E-F,E-F,Nov,2018,1.5-1.69
8748,VS,E-F,E-F,Nov,2018,1.5-1.69
5975.625,SI,E-F,E-F,Nov,2018,1.5-1.69
3560.75,I1,E-F,E-F,Nov,2018,1.5-1.69
7102.666667,VVS,G-I,G-I,Nov,2018,1.5-1.69
6401.833333,VS,G-I,G-I,Nov,2018,1.5-1.69
5102.75,SI,G-I,G-I,Nov,2018,1.5-1.69
3127.5,I1,G-I,G-I,Nov,2018,1.5-1.69
3401.75,VVS,L-M,J-M,Nov,2018,1.5-1.69
2976.25,VS,L-M,J-M,Nov,2018,1.5-1.69
2621.25,SI,L-M,J-M,Nov,2018,1.5-1.69
1935,I1,L-M,J-M,Nov,2018,1.5-1.69
16065.625,VVS,E-F,E-F,Nov,2018,2.01-2.09
12266.25,VS,E-F,E-F,Nov,2018,2.01-2.09
7929.375,SI,E-F,E-F,Nov,2018,2.01-2.09
4239.5,I1,E-F,E-F,Nov,2018,2.01-2.09
10159.58333,VVS,G-I,G-I,Nov,2018,2.01-2.09
8827.666667,VS,G-I,G-I,Nov,2018,2.01-2.09
6660,SI,G-I,G-I,Nov,2018,2.01-2.09
3799.333333,I1,G-I,G-I,Nov,2018,2.01-2.09
4671.75,VVS,L-M,J-M,Nov,2018,2.01-2.09
4166.25,VS,L-M,J-M,Nov,2018,2.01-2.09
3440,SI,L-M,J-M,Nov,2018,2.01-2.09
2160.75,I1,L-M,J-M,Nov,2018,2.01-2.09
3692.5,VVS,J-K,J-M,Nov,2018,1.01-1.09
3686,VS,J-K,J-M,Nov,2018,1.01-1.09
3172.25,SI,J-K,J-M,Nov,2018,1.01-1.09
2064,I1,J-K,J-M,Nov,2018,1.01-1.09
4501,VVS,J-K,J-M,Nov,2018,1.5-1.69
4153.5,VS,J-K,J-M,Nov,2018,1.5-1.69
3659,SI,J-K,J-M,Nov,2018,1.5-1.69
2354.25,I1,J-K,J-M,Nov,2018,1.5-1.69
5959.5,VVS,J-K,J-M,Nov,2018,2.01-2.09
5460,VS,J-K,J-M,Nov,2018,2.01-2.09
4563.75,SI,J-K,J-M,Nov,2018,2.01-2.09
2870.25,I1,J-K,J-M,Nov,2018,2.01-2.09
7807.125,VVS,E-F,E-F,Dec,2018,1.01-1.09
6549,VS,E-F,E-F,Dec,2018,1.01-1.09
4724,SI,E-F,E-F,Dec,2018,1.01-1.09
3037,I1,E-F,E-F,Dec,2018,1.01-1.09
5590.083333,VVS,G-I,G-I,Dec,2018,1.01-1.09
5321.416667,VS,G-I,G-I,Dec,2018,1.01-1.09
4159.5,SI,G-I,G-I,Dec,2018,1.01-1.09
2707,I1,G-I,G-I,Dec,2018,1.01-1.09
2998,VVS,L-M,J-M,Dec,2018,1.01-1.09
2883.5,VS,L-M,J-M,Dec,2018,1.01-1.09
2376.5,SI,L-M,J-M,Dec,2018,1.01-1.09
1773.75,I1,L-M,J-M,Dec,2018,1.01-1.09
10543.5,VVS,E-F,E-F,Dec,2018,1.5-1.69
8669.375,VS,E-F,E-F,Dec,2018,1.5-1.69
6037.5,SI,E-F,E-F,Dec,2018,1.5-1.69
3560.75,I1,E-F,E-F,Dec,2018,1.5-1.69
7082.333333,VVS,G-I,G-I,Dec,2018,1.5-1.69
6429.166667,VS,G-I,G-I,Dec,2018,1.5-1.69
5044.083333,SI,G-I,G-I,Dec,2018,1.5-1.69
3127.5,I1,G-I,G-I,Dec,2018,1.5-1.69
3379.25,VVS,L-M,J-M,Dec,2018,1.5-1.69
2976.25,VS,L-M,J-M,Dec,2018,1.5-1.69
2648.75,SI,L-M,J-M,Dec,2018,1.5-1.69
1935,I1,L-M,J-M,Dec,2018,1.5-1.69
16001.875,VVS,E-F,E-F,Dec,2018,2.01-2.09
12253.125,VS,E-F,E-F,Dec,2018,2.01-2.09
7916.25,SI,E-F,E-F,Dec,2018,2.01-2.09
4239.5,I1,E-F,E-F,Dec,2018,2.01-2.09
10159.58333,VVS,G-I,G-I,Dec,2018,2.01-2.09
8827.666667,VS,G-I,G-I,Dec,2018,2.01-2.09
6652.916667,SI,G-I,G-I,Dec,2018,2.01-2.09
3799.333333,I1,G-I,G-I,Dec,2018,2.01-2.09
4671.75,VVS,L-M,J-M,Dec,2018,2.01-2.09
4166.25,VS,L-M,J-M,Dec,2018,2.01-2.09
3440,SI,L-M,J-M,Dec,2018,2.01-2.09
2160.75,I1,L-M,J-M,Dec,2018,2.01-2.09
3633,VVS,J-K,J-M,Dec,2018,1.01-1.09
3678.625,VS,J-K,J-M,Dec,2018,1.01-1.09
3154.25,SI,J-K,J-M,Dec,2018,1.01-1.09
2064,I1,J-K,J-M,Dec,2018,1.01-1.09
4502.5,VVS,J-K,J-M,Dec,2018,1.5-1.69
4168.5,VS,J-K,J-M,Dec,2018,1.5-1.69
3659,SI,J-K,J-M,Dec,2018,1.5-1.69
2354.25,I1,J-K,J-M,Dec,2018,1.5-1.69
5959.5,VVS,J-K,J-M,Dec,2018,2.01-2.09
5460,VS,J-K,J-M,Dec,2018,2.01-2.09
4563.75,SI,J-K,J-M,Dec,2018,2.01-2.09
2870.25,I1,J-K,J-M,Dec,2018,2.01-2.09
7775.625,VVS,E-F,E-F,Jan,2019,1.01-1.09
6579.75,VS,E-F,E-F,Jan,2019,1.01-1.09
4724,SI,E-F,E-F,Jan,2019,1.01-1.09
3092.5,I1,E-F,E-F,Jan,2019,1.01-1.09
5594.25,VVS,G-I,G-I,Jan,2019,1.01-1.09
5288.25,VS,G-I,G-I,Jan,2019,1.01-1.09
4185.25,SI,G-I,G-I,Jan,2019,1.01-1.09
2753.333333,I1,G-I,G-I,Jan,2019,1.01-1.09
3002.25,VVS,L-M,J-M,Jan,2019,1.01-1.09
2854.25,VS,L-M,J-M,Jan,2019,1.01-1.09
2385.25,SI,L-M,J-M,Jan,2019,1.01-1.09
1925,I1,L-M,J-M,Jan,2019,1.01-1.09
10543.5,VVS,E-F,E-F,Jan,2019,1.5-1.69
8669.375,VS,E-F,E-F,Jan,2019,1.5-1.69
5945,SI,E-F,E-F,Jan,2019,1.5-1.69
3522.5,I1,E-F,E-F,Jan,2019,1.5-1.69
7033.166667,VVS,G-I,G-I,Jan,2019,1.5-1.69
6313.666667,VS,G-I,G-I,Jan,2019,1.5-1.69
5048.666667,SI,G-I,G-I,Jan,2019,1.5-1.69
3197.666667,I1,G-I,G-I,Jan,2019,1.5-1.69
3334.875,VVS,L-M,J-M,Jan,2019,1.5-1.69
2976.25,VS,L-M,J-M,Jan,2019,1.5-1.69
2638.5,SI,L-M,J-M,Jan,2019,1.5-1.69
2072,I1,L-M,J-M,Jan,2019,1.5-1.69
15911.25,VVS,E-F,E-F,Jan,2019,2.01-2.09
12253.125,VS,E-F,E-F,Jan,2019,2.01-2.09
7856.25,SI,E-F,E-F,Jan,2019,2.01-2.09
4252.5,I1,E-F,E-F,Jan,2019,2.01-2.09
10075,VVS,G-I,G-I,Jan,2019,2.01-2.09
8786.833333,VS,G-I,G-I,Jan,2019,2.01-2.09
6513.75,SI,G-I,G-I,Jan,2019,2.01-2.09
3835.666667,I1,G-I,G-I,Jan,2019,2.01-2.09
4603.5,VVS,L-M,J-M,Jan,2019,2.01-2.09
4121.25,VS,L-M,J-M,Jan,2019,2.01-2.09
3407.75,SI,L-M,J-M,Jan,2019,2.01-2.09
2376,I1,L-M,J-M,Jan,2019,2.01-2.09
3726,VVS,J-K,J-M,Jan,2019,1.01-1.09
3641.125,VS,J-K,J-M,Jan,2019,1.01-1.09
3137.25,SI,J-K,J-M,Jan,2019,1.01-1.09
2240,I1,J-K,J-M,Jan,2019,1.01-1.09
4551.5,VVS,J-K,J-M,Jan,2019,1.5-1.69
4164,VS,J-K,J-M,Jan,2019,1.5-1.69
3634,SI,J-K,J-M,Jan,2019,1.5-1.69
2536,I1,J-K,J-M,Jan,2019,1.5-1.69
5959.5,VVS,J-K,J-M,Jan,2019,2.01-2.09
5460,VS,J-K,J-M,Jan,2019,2.01-2.09
4536.25,SI,J-K,J-M,Jan,2019,2.01-2.09
3115.5,I1,J-K,J-M,Jan,2019,2.01-2.09
7938.25,VVS,E-F,E-F,Feb,2019,1.01-1.09
6642.75,VS,E-F,E-F,Feb,2019,1.01-1.09
4761.25,SI,E-F,E-F,Feb,2019,1.01-1.09
3115,I1,E-F,E-F,Feb,2019,1.01-1.09
5651.666667,VVS,G-I,G-I,Feb,2019,1.01-1.09
5333.25,VS,G-I,G-I,Feb,2019,1.01-1.09
4189.666667,SI,G-I,G-I,Feb,2019,1.01-1.09
2753.333333,I1,G-I,G-I,Feb,2019,1.01-1.09
3002.25,VVS,L-M,J-M,Feb,2019,1.01-1.09
2854.25,VS,L-M,J-M,Feb,2019,1.01-1.09
2385.25,SI,L-M,J-M,Feb,2019,1.01-1.09
1964,I1,L-M,J-M,Feb,2019,1.01-1.09
10866.25,VVS,E-F,E-F,Feb,2019,1.5-1.69
8650.75,VS,E-F,E-F,Feb,2019,1.5-1.69
5992.5,SI,E-F,E-F,Feb,2019,1.5-1.69
3535,I1,E-F,E-F,Feb,2019,1.5-1.69
7045.666667,VVS,G-I,G-I,Feb,2019,1.5-1.69
6304.166667,VS,G-I,G-I,Feb,2019,1.5-1.69
5039.666667,SI,G-I,G-I,Feb,2019,1.5-1.69
3272,I1,G-I,G-I,Feb,2019,1.5-1.69
3285.875,VVS,L-M,J-M,Feb,2019,1.5-1.69
3016.75,VS,L-M,J-M,Feb,2019,1.5-1.69
2657.5,SI,L-M,J-M,Feb,2019,1.5-1.69
2088,I1,L-M,J-M,Feb,2019,1.5-1.69
15911.25,VVS,E-F,E-F,Feb,2019,2.01-2.09
12253.125,VS,E-F,E-F,Feb,2019,2.01-2.09
7856.25,SI,E-F,E-F,Feb,2019,2.01-2.09
4252.5,I1,E-F,E-F,Feb,2019,2.01-2.09
10075,VVS,G-I,G-I,Feb,2019,2.01-2.09
8763.5,VS,G-I,G-I,Feb,2019,2.01-2.09
6524.166667,SI,G-I,G-I,Feb,2019,2.01-2.09
3835.666667,I1,G-I,G-I,Feb,2019,2.01-2.09
4620,VVS,L-M,J-M,Feb,2019,2.01-2.09
4106.25,VS,L-M,J-M,Feb,2019,2.01-2.09
3407.75,SI,L-M,J-M,Feb,2019,2.01-2.09
2409,I1,L-M,J-M,Feb,2019,2.01-2.09
3773.875,VVS,J-K,J-M,Feb,2019,1.01-1.09
3626.375,VS,J-K,J-M,Feb,2019,1.01-1.09
3137.25,SI,J-K,J-M,Feb,2019,1.01-1.09
2240,I1,J-K,J-M,Feb,2019,1.01-1.09
4598.5,VVS,J-K,J-M,Feb,2019,1.5-1.69
4230,VS,J-K,J-M,Feb,2019,1.5-1.69
3650.5,SI,J-K,J-M,Feb,2019,1.5-1.69
2593,I1,J-K,J-M,Feb,2019,1.5-1.69
6023.5,VVS,J-K,J-M,Feb,2019,2.01-2.09
5478.75,VS,J-K,J-M,Feb,2019,2.01-2.09
4552.5,SI,J-K,J-M,Feb,2019,2.01-2.09
3115.5,I1,J-K,J-M,Feb,2019,2.01-2.09
8114.75,VVS,E-F,E-F,Mar,2019,1.01-1.09
6729.75,VS,E-F,E-F,Mar,2019,1.01-1.09
4835,SI,E-F,E-F,Mar,2019,1.01-1.09
3337.5,I1,E-F,E-F,Mar,2019,1.01-1.09
5700.333333,VVS,G-I,G-I,Mar,2019,1.01-1.09
5411.666667,VS,G-I,G-I,Mar,2019,1.01-1.09
4196.833333,SI,G-I,G-I,Mar,2019,1.01-1.09
2816,I1,G-I,G-I,Mar,2019,1.01-1.09
3066.5,VVS,L-M,J-M,Mar,2019,1.01-1.09
2844,VS,L-M,J-M,Mar,2019,1.01-1.09
2407.75,SI,L-M,J-M,Mar,2019,1.01-1.09
2048,I1,L-M,J-M,Mar,2019,1.01-1.09
10912.75,VVS,E-F,E-F,Mar,2019,1.5-1.69
8650.75,VS,E-F,E-F,Mar,2019,1.5-1.69
6037.5,SI,E-F,E-F,Mar,2019,1.5-1.69
3535,I1,E-F,E-F,Mar,2019,1.5-1.69
7132.666667,VVS,G-I,G-I,Mar,2019,1.5-1.69
6479,VS,G-I,G-I,Mar,2019,1.5-1.69
5039.666667,SI,G-I,G-I,Mar,2019,1.5-1.69
3288.333333,I1,G-I,G-I,Mar,2019,1.5-1.69
3272.625,VVS,L-M,J-M,Mar,2019,1.5-1.69
2996.75,VS,L-M,J-M,Mar,2019,1.5-1.69
2657.5,SI,L-M,J-M,Mar,2019,1.5-1.69
2088,I1,L-M,J-M,Mar,2019,1.5-1.69
16110,VVS,E-F,E-F,Mar,2019,2.01-2.09
12422.5,VS,E-F,E-F,Mar,2019,2.01-2.09
7983.75,SI,E-F,E-F,Mar,2019,2.01-2.09
4379,I1,E-F,E-F,Mar,2019,2.01-2.09
10397.5,VVS,G-I,G-I,Mar,2019,2.01-2.09
8851.833333,VS,G-I,G-I,Mar,2019,2.01-2.09
6650.833333,SI,G-I,G-I,Mar,2019,2.01-2.09
3969.333333,I1,G-I,G-I,Mar,2019,2.01-2.09
4567.25,VVS,L-M,J-M,Mar,2019,2.01-2.09
4063.75,VS,L-M,J-M,Mar,2019,2.01-2.09
3433.75,SI,L-M,J-M,Mar,2019,2.01-2.09
2592,I1,L-M,J-M,Mar,2019,2.01-2.09
3864.375,VVS,J-K,J-M,Mar,2019,1.01-1.09
3674.75,VS,J-K,J-M,Mar,2019,1.01-1.09
3137.25,SI,J-K,J-M,Mar,2019,1.01-1.09
2336,I1,J-K,J-M,Mar,2019,1.01-1.09
4598.5,VVS,J-K,J-M,Mar,2019,1.5-1.69
4230,VS,J-K,J-M,Mar,2019,1.5-1.69
3650.5,SI,J-K,J-M,Mar,2019,1.5-1.69
2593,I1,J-K,J-M,Mar,2019,1.5-1.69
6080.25,VVS,J-K,J-M,Mar,2019,2.01-2.09
5490,VS,J-K,J-M,Mar,2019,2.01-2.09
4552.5,SI,J-K,J-M,Mar,2019,2.01-2.09
3370,I1,J-K,J-M,Mar,2019,2.01-2.09
8088,VVS,E-F,E-F,Apr,2019,1.01-1.09
6667.5,VS,E-F,E-F,Apr,2019,1.01-1.09
4803.5,SI,E-F,E-F,Apr,2019,1.01-1.09
3337.5,I1,E-F,E-F,Apr,2019,1.01-1.09
5672.833333,VVS,G-I,G-I,Apr,2019,1.01-1.09
5286.166667,VS,G-I,G-I,Apr,2019,1.01-1.09
4106.166667,SI,G-I,G-I,Apr,2019,1.01-1.09
2816,I1,G-I,G-I,Apr,2019,1.01-1.09
3010.75,VVS,L-M,J-M,Apr,2019,1.01-1.09
2812.25,VS,L-M,J-M,Apr,2019,1.01-1.09
2372.75,SI,L-M,J-M,Apr,2019,1.01-1.09
2048,I1,L-M,J-M,Apr,2019,1.01-1.09
10912.75,VVS,E-F,E-F,Apr,2019,1.5-1.69
8650.75,VS,E-F,E-F,Apr,2019,1.5-1.69
6037.5,SI,E-F,E-F,Apr,2019,1.5-1.69
3535,I1,E-F,E-F,Apr,2019,1.5-1.69
7132.666667,VVS,G-I,G-I,Apr,2019,1.5-1.69
6479,VS,G-I,G-I,Apr,2019,1.5-1.69
5039.666667,SI,G-I,G-I,Apr,2019,1.5-1.69
3288.333333,I1,G-I,G-I,Apr,2019,1.5-1.69
3272.625,VVS,L-M,J-M,Apr,2019,1.5-1.69
2996.75,VS,L-M,J-M,Apr,2019,1.5-1.69
2657.5,SI,L-M,J-M,Apr,2019,1.5-1.69
2088,I1,L-M,J-M,Apr,2019,1.5-1.69
