Price per carat,Clarity,Colour,CO,Month,Year,Size
16110,VVS,E-F,E-F,Apr,2019,2.01-2.09
12422.5,VS,E-F,E-F,Apr,2019,2.01-2.09
7983.75,SI,E-F,E-F,Apr,2019,2.01-2.09
4379,I1,E-F,E-F,Apr,2019,2.01-2.09
10397.5,VVS,G-I,G-I,Apr,2019,2.01-2.09
8851.833333,VS,G-I,G-I,Apr,2019,2.01-2.09
6650.833333,SI,G-I,G-I,Apr,2019,2.01-2.09
3969.333333,I1,G-I,G-I,Apr,2019,2.01-2.09
4567.25,VVS,L-M,J-M,Apr,2019,2.01-2.09
4063.75,VS,L-M,J-M,Apr,2019,2.01-2.09
3433.75,SI,L-M,J-M,Apr,2019,2.01-2.09
2592,I1,L-M,J-M,Apr,2019,2.01-2.09
3881.125,VVS,J-K,J-M,Apr,2019,1.01-1.09
3634,VS,J-K,J-M,Apr,2019,1.01-1.09
3132.75,SI,J-K,J-M,Apr,2019,1.01-1.09
2336,I1,J-K,J-M,Apr,2019,1.01-1.09
4598.5,VVS,J-K,J-M,Apr,2019,1.5-1.69
4230,VS,J-K,J-M,Apr,2019,1.5-1.69
3650.5,SI,J-K,J-M,Apr,2019,1.5-1.69
2593,I1,J-K,J-M,Apr,2019,1.5-1.69
6080.25,VVS,J-K,J-M,Apr,2019,2.01-2.09
5490,VS,J-K,J-M,Apr,2019,2.01-2.09
4552.5,SI,J-K,J-M,Apr,2019,2.01-2.09
3370,I1,J-K,J-M,Apr,2019,2.01-2.09
7974.5,VVS,E-F,E-F,May,2019,1.01-1.09
6667.5,VS,E-F,E-F,May,2019,1.01-1.09
4761,SI,E-F,E-F,May,2019,1.01-1.09
3337.5,I1,E-F,E-F,May,2019,1.01-1.09
5658.666667,VVS,G-I,G-I,May,2019,1.01-1.09
5311.5,VS,G-I,G-I,May,2019,1.01-1.09
4126.166667,SI,G-I,G-I,May,2019,1.01-1.09
2844,I1,G-I,G-I,May,2019,1.01-1.09
3022,VVS,L-M,J-M,May,2019,1.01-1.09
2833.25,VS,L-M,J-M,May,2019,1.01-1.09
2382.25,SI,L-M,J-M,May,2019,1.01-1.09
2048,I1,L-M,J-M,May,2019,1.01-1.09
10653.25,VVS,E-F,E-F,May,2019,1.5-1.69
8786.25,VS,E-F,E-F,May,2019,1.5-1.69
6037.5,SI,E-F,E-F,May,2019,1.5-1.69
3535,I1,E-F,E-F,May,2019,1.5-1.69
7147.666667,VVS,G-I,G-I,May,2019,1.5-1.69
6552,VS,G-I,G-I,May,2019,1.5-1.69
5105.666667,SI,G-I,G-I,May,2019,1.5-1.69
3288.333333,I1,G-I,G-I,May,2019,1.5-1.69
3347.625,VVS,L-M,J-M,May,2019,1.5-1.69
3163.25,VS,L-M,J-M,May,2019,1.5-1.69
2742,SI,L-M,J-M,May,2019,1.5-1.69
2088,I1,L-M,J-M,May,2019,1.5-1.69
16166.25,VVS,E-F,E-F,May,2019,2.01-2.09
12557.5,VS,E-F,E-F,May,2019,2.01-2.09
8010,SI,E-F,E-F,May,2019,2.01-2.09
4379,I1,E-F,E-F,May,2019,2.01-2.09
10423.33333,VVS,G-I,G-I,May,2019,2.01-2.09
8889.333333,VS,G-I,G-I,May,2019,2.01-2.09
6679.166667,SI,G-I,G-I,May,2019,2.01-2.09
3969.333333,I1,G-I,G-I,May,2019,2.01-2.09
4602.25,VVS,L-M,J-M,May,2019,2.01-2.09
4245,VS,L-M,J-M,May,2019,2.01-2.09
3585.75,SI,L-M,J-M,May,2019,2.01-2.09
2592,I1,L-M,J-M,May,2019,2.01-2.09
3827.875,VVS,J-K,J-M,May,2019,1.01-1.09
3634,VS,J-K,J-M,May,2019,1.01-1.09
3132.75,SI,J-K,J-M,May,2019,1.01-1.09
2336,I1,J-K,J-M,May,2019,1.01-1.09
4598.5,VVS,J-K,J-M,May,2019,1.5-1.69
4337.25,VS,J-K,J-M,May,2019,1.5-1.69
3689.5,SI,J-K,J-M,May,2019,1.5-1.69
2593,I1,J-K,J-M,May,2019,1.5-1.69
6100.25,VVS,J-K,J-M,May,2019,2.01-2.09
5490,VS,J-K,J-M,May,2019,2.01-2.09
4613.75,SI,J-K,J-M,May,2019,2.01-2.09
3370,I1,J-K,J-M,May,2019,2.01-2.09
7974.5,VVS,E-F,E-F,Jun,2019,1.01-1.09
6667.5,VS,E-F,E-F,Jun,2019,1.01-1.09
4811.25,SI,E-F,E-F,Jun,2019,1.01-1.09
3337.5,I1,E-F,E-F,Jun,2019,1.01-1.09
5681.333333,VVS,G-I,G-I,Jun,2019,1.01-1.09
5381.166667,VS,G-I,G-I,Jun,2019,1.01-1.09
4154,SI,G-I,G-I,Jun,2019,1.01-1.09
2844,I1,G-I,G-I,Jun,2019,1.01-1.09
3033.5,VVS,L-M,J-M,Jun,2019,1.01-1.09
2883.5,VS,L-M,J-M,Jun,2019,1.01-1.09
2443.25,SI,L-M,J-M,Jun,2019,1.01-1.09
2048,I1,L-M,J-M,Jun,2019,1.01-1.09
10653.25,VVS,E-F,E-F,Jun,2019,1.5-1.69
8786.25,VS,E-F,E-F,Jun,2019,1.5-1.69
6037.5,SI,E-F,E-F,Jun,2019,1.5-1.69
3535,I1,E-F,E-F,Jun,2019,1.5-1.69
7147.666667,VVS,G-I,G-I,Jun,2019,1.5-1.69
6507.5,VS,G-I,G-I,Jun,2019,1.5-1.69
5132.666667,SI,G-I,G-I,Jun,2019,1.5-1.69
3288.333333,I1,G-I,G-I,Jun,2019,1.5-1.69
3347.625,VVS,L-M,J-M,Jun,2019,1.5-1.69
3163.25,VS,L-M,J-M,Jun,2019,1.5-1.69
2742,SI,L-M,J-M,Jun,2019,1.5-1.69
2088,I1,L-M,J-M,Jun,2019,1.5-1.69
16011.25,VVS,E-F,E-F,Jun,2019,2.01-2.09
12477.5,VS,E-F,E-F,Jun,2019,2.01-2.09
8010,SI,E-F,E-F,Jun,2019,2.01-2.09
4379,I1,E-F,E-F,Jun,2019,2.01-2.09
10423.33333,VVS,G-I,G-I,Jun,2019,2.01-2.09
8889.333333,VS,G-I,G-I,Jun,2019,2.01-2.09
6679.166667,SI,G-I,G-I,Jun,2019,2.01-2.09
3969.333333,I1,G-I,G-I,Jun,2019,2.01-2.09
4602.25,VVS,L-M,J-M,Jun,2019,2.01-2.09
4245,VS,L-M,J-M,Jun,2019,2.01-2.09
3585.75,SI,L-M,J-M,Jun,2019,2.01-2.09
2592,I1,L-M,J-M,Jun,2019,2.01-2.09
3827.875,VVS,J-K,J-M,Jun,2019,1.01-1.09
3686,VS,J-K,J-M,Jun,2019,1.01-1.09
3184.5,SI,J-K,J-M,Jun,2019,1.01-1.09
2336,I1,J-K,J-M,Jun,2019,1.01-1.09
4598.5,VVS,J-K,J-M,Jun,2019,1.5-1.69
4337.25,VS,J-K,J-M,Jun,2019,1.5-1.69
3689.5,SI,J-K,J-M,Jun,2019,1.5-1.69
2593,I1,J-K,J-M,Jun,2019,1.5-1.69
6100.25,VVS,J-K,J-M,Jun,2019,2.01-2.09
5490,VS,J-K,J-M,Jun,2019,2.01-2.09
4613.75,SI,J-K,J-M,Jun,2019,2.01-2.09
3370,I1,J-K,J-M,Jun,2019,2.01-2.09
7974.5,VVS,E-F,E-F,Jul,2019,1.01-1.09
6667.5,VS,E-F,E-F,Jul,2019,1.01-1.09
4811.25,SI,E-F,E-F,Jul,2019,1.01-1.09
3337.5,I1,E-F,E-F,Jul,2019,1.01-1.09
5681.333333,VVS,G-I,G-I,Jul,2019,1.01-1.09
5381.166667,VS,G-I,G-I,Jul,2019,1.01-1.09
4154,SI,G-I,G-I,Jul,2019,1.01-1.09
2844,I1,G-I,G-I,Jul,2019,1.01-1.09
3033.5,VVS,L-M,J-M,Jul,2019,1.01-1.09
2883.5,VS,L-M,J-M,Jul,2019,1.01-1.09
2443.25,SI,L-M,J-M,Jul,2019,1.01-1.09
2048,I1,L-M,J-M,Jul,2019,1.01-1.09
10653.25,VVS,E-F,E-F,Jul,2019,1.5-1.69
8786.25,VS,E-F,E-F,Jul,2019,1.5-1.69
6037.5,SI,E-F,E-F,Jul,2019,1.5-1.69
3535,I1,E-F,E-F,Jul,2019,1.5-1.69
7147.666667,VVS,G-I,G-I,Jul,2019,1.5-1.69
6507.5,VS,G-I,G-I,Jul,2019,1.5-1.69
5132.666667,SI,G-I,G-I,Jul,2019,1.5-1.69
3288.333333,I1,G-I,G-I,Jul,2019,1.5-1.69
3347.625,VVS,L-M,J-M,Jul,2019,1.5-1.69
3163.25,VS,L-M,J-M,Jul,2019,1.5-1.69
2742,SI,L-M,J-M,Jul,2019,1.5-1.69
2088,I1,L-M,J-M,Jul,2019,1.5-1.69
16011.25,VVS,E-F,E-F,Jul,2019,2.01-2.09
12477.5,VS,E-F,E-F,Jul,2019,2.01-2.09
8010,SI,E-F,E-F,Jul,2019,2.01-2.09
4379,I1,E-F,E-F,Jul,2019,2.01-2.09
10423.33333,VVS,G-I,G-I,Jul,2019,2.01-2.09
8889.333333,VS,G-I,G-I,Jul,2019,2.01-2.09
6679.166667,SI,G-I,G-I,Jul,2019,2.01-2.09
3969.333333,I1,G-I,G-I,Jul,2019,2.01-2.09
4602.25,VVS,L-M,J-M,Jul,2019,2.01-2.09
4245,VS,L-M,J-M,Jul,2019,2.01-2.09
3585.75,SI,L-M,J-M,Jul,2019,2.01-2.09
2592,I1,L-M,J-M,Jul,2019,2.01-2.09
3827.875,VVS,J-K,J-M,Jul,2019,1.01-1.09
3686,VS,J-K,J-M,Jul,2019,1.01-1.09
3184.5,SI,J-K,J-M,Jul,2019,1.01-1.09
2336,I1,J-K,J-M,Jul,2019,1.01-1.09
4598.5,VVS,J-K,J-M,Jul,2019,1.5-1.69
4337.25,VS,J-K,J-M,Jul,2019,1.5-1.69
3689.5,SI,J-K,J-M,Jul,2019,1.5-1.69
2593,I1,J-K,J-M,Jul,2019,1.5-1.69
6100.25,VVS,J-K,J-M,Jul,2019,2.01-2.09
5490,VS,J-K,J-M,Jul,2019,2.01-2.09
4613.75,SI,J-K,J-M,Jul,2019,2.01-2.09
3370,I1,J-K,J-M,Jul,2019,2.01-2.09
7795.5,VVS,E-F,E-F,Aug,2019,1.01-1.09
6604.5,VS,E-F,E-F,Aug,2019,1.01-1.09
4831,SI,E-F,E-F,Aug,2019,1.01-1.09
3337.5,I1,E-F,E-F,Aug,2019,1.01-1.09
5599,VVS,G-I,G-I,Aug,2019,1.01-1.09
5299.666667,VS,G-I,G-I,Aug,2019,1.01-1.09
4142.666667,SI,G-I,G-I,Aug,2019,1.01-1.09
2844,I1,G-I,G-I,Aug,2019,1.01-1.09
3033.5,VVS,L-M,J-M,Aug,2019,1.01-1.09
2883.5,VS,L-M,J-M,Aug,2019,1.01-1.09
2443.25,SI,L-M,J-M,Aug,2019,1.01-1.09
2048,I1,L-M,J-M,Aug,2019,1.01-1.09
10462.5,VVS,E-F,E-F,Aug,2019,1.5-1.69
8753.5,VS,E-F,E-F,Aug,2019,1.5-1.69
6037.5,SI,E-F,E-F,Aug,2019,1.5-1.69
3535,I1,E-F,E-F,Aug,2019,1.5-1.69
7085,VVS,G-I,G-I,Aug,2019,1.5-1.69
6491.166667,VS,G-I,G-I,Aug,2019,1.5-1.69
5132.666667,SI,G-I,G-I,Aug,2019,1.5-1.69
3288.333333,I1,G-I,G-I,Aug,2019,1.5-1.69
3347.625,VVS,L-M,J-M,Aug,2019,1.5-1.69
3163.25,VS,L-M,J-M,Aug,2019,1.5-1.69
2742,SI,L-M,J-M,Aug,2019,1.5-1.69
2088,I1,L-M,J-M,Aug,2019,1.5-1.69
16011.25,VVS,E-F,E-F,Aug,2019,2.01-2.09
12477.5,VS,E-F,E-F,Aug,2019,2.01-2.09
8010,SI,E-F,E-F,Aug,2019,2.01-2.09
4379,I1,E-F,E-F,Aug,2019,2.01-2.09
10423.33333,VVS,G-I,G-I,Aug,2019,2.01-2.09
8889.333333,VS,G-I,G-I,Aug,2019,2.01-2.09
6679.166667,SI,G-I,G-I,Aug,2019,2.01-2.09
3969.333333,I1,G-I,G-I,Aug,2019,2.01-2.09
4602.25,VVS,L-M,J-M,Aug,2019,2.01-2.09
4245,VS,L-M,J-M,Aug,2019,2.01-2.09
3585.75,SI,L-M,J-M,Aug,2019,2.01-2.09
2592,I1,L-M,J-M,Aug,2019,2.01-2.09
3812.875,VVS,J-K,J-M,Aug,2019,1.01-1.09
3657,VS,J-K,J-M,Aug,2019,1.01-1.09
3171.25,SI,J-K,J-M,Aug,2019,1.01-1.09
2336,I1,J-K,J-M,Aug,2019,1.01-1.09
4598.5,VVS,J-K,J-M,Aug,2019,1.5-1.69
4337.25,VS,J-K,J-M,Aug,2019,1.5-1.69
3689.5,SI,J-K,J-M,Aug,2019,1.5-1.69
2593,I1,J-K,J-M,Aug,2019,1.5-1.69
6100.25,VVS,J-K,J-M,Aug,2019,2.01-2.09
5490,VS,J-K,J-M,Aug,2019,2.01-2.09
4613.75,SI,J-K,J-M,Aug,2019,2.01-2.09
3370,I1,J-K,J-M,Aug,2019,2.01-2.09
7642,VVS,E-F,E-F,Sep,2019,1.01-1.09
6529.5,VS,E-F,E-F,Sep,2019,1.01-1.09
4780.75,SI,E-F,E-F,Sep,2019,1.01-1.09
3337.5,I1,E-F,E-F,Sep,2019,1.01-1.09
5529.5,VVS,G-I,G-I,Sep,2019,1.01-1.09
5250.833333,VS,G-I,G-I,Sep,2019,1.01-1.09
4142.666667,SI,G-I,G-I,Sep,2019,1.01-1.09
2844,I1,G-I,G-I,Sep,2019,1.01-1.09
3033.5,VVS,L-M,J-M,Sep,2019,1.01-1.09
2883.5,VS,L-M,J-M,Sep,2019,1.01-1.09
2443.25,SI,L-M,J-M,Sep,2019,1.01-1.09
2048,I1,L-M,J-M,Sep,2019,1.01-1.09
10305.5,VVS,E-F,E-F,Sep,2019,1.5-1.69
8535.5,VS,E-F,E-F,Sep,2019,1.5-1.69
6037.5,SI,E-F,E-F,Sep,2019,1.5-1.69
3535,I1,E-F,E-F,Sep,2019,1.5-1.69
7020,VVS,G-I,G-I,Sep,2019,1.5-1.69
6462.333333,VS,G-I,G-I,Sep,2019,1.5-1.69
5132.666667,SI,G-I,G-I,Sep,2019,1.5-1.69
3288.333333,I1,G-I,G-I,Sep,2019,1.5-1.69
3347.625,VVS,L-M,J-M,Sep,2019,1.5-1.69
3163.25,VS,L-M,J-M,Sep,2019,1.5-1.69
2742,SI,L-M,J-M,Sep,2019,1.5-1.69
2088,I1,L-M,J-M,Sep,2019,1.5-1.69
15620,VVS,E-F,E-F,Sep,2019,2.01-2.09
12317.5,VS,E-F,E-F,Sep,2019,2.01-2.09
8010,SI,E-F,E-F,Sep,2019,2.01-2.09
4379,I1,E-F,E-F,Sep,2019,2.01-2.09
10423.33333,VVS,G-I,G-I,Sep,2019,2.01-2.09
8889.333333,VS,G-I,G-I,Sep,2019,2.01-2.09
6679.166667,SI,G-I,G-I,Sep,2019,2.01-2.09
3969.333333,I1,G-I,G-I,Sep,2019,2.01-2.09
4602.25,VVS,L-M,J-M,Sep,2019,2.01-2.09
4245,VS,L-M,J-M,Sep,2019,2.01-2.09
3585.75,SI,L-M,J-M,Sep,2019,2.01-2.09
2592,I1,L-M,J-M,Sep,2019,2.01-2.09
3812.875,VVS,J-K,J-M,Sep,2019,1.01-1.09
3657,VS,J-K,J-M,Sep,2019,1.01-1.09
3171.25,SI,J-K,J-M,Sep,2019,1.01-1.09
2336,I1,J-K,J-M,Sep,2019,1.01-1.09
4598.5,VVS,J-K,J-M,Sep,2019,1.5-1.69
4337.25,VS,J-K,J-M,Sep,2019,1.5-1.69
3689.5,SI,J-K,J-M,Sep,2019,1.5-1.69
2593,I1,J-K,J-M,Sep,2019,1.5-1.69
6100.25,VVS,J-K,J-M,Sep,2019,2.01-2.09
5490,VS,J-K,J-M,Sep,2019,2.01-2.09
4613.75,SI,J-K,J-M,Sep,2019,2.01-2.09
3370,I1,J-K,J-M,Sep,2019,2.01-2.09
7642,VVS,E-F,E-F,Oct,2019,1.01-1.09
6529.5,VS,E-F,E-F,Oct,2019,1.01-1.09
4780.75,SI,E-F,E-F,Oct,2019,1.01-1.09
3337.5,I1,E-F,E-F,Oct,2019,1.01-1.09
5529.5,VVS,G-I,G-I,Oct,2019,1.01-1.09
5230,VS,G-I,G-I,Oct,2019,1.01-1.09
4084.5,SI,G-I,G-I,Oct,2019,1.01-1.09
2844,I1,G-I,G-I,Oct,2019,1.01-1.09
3022.25,VVS,L-M,J-M,Oct,2019,1.01-1.09
2841.5,VS,L-M,J-M,Oct,2019,1.01-1.09
2433.75,SI,L-M,J-M,Oct,2019,1.01-1.09
2048,I1,L-M,J-M,Oct,2019,1.01-1.09
10305.5,VVS,E-F,E-F,Oct,2019,1.5-1.69
8535.5,VS,E-F,E-F,Oct,2019,1.5-1.69
6037.5,SI,E-F,E-F,Oct,2019,1.5-1.69
3535,I1,E-F,E-F,Oct,2019,1.5-1.69
7020,VVS,G-I,G-I,Oct,2019,1.5-1.69
6462.333333,VS,G-I,G-I,Oct,2019,1.5-1.69
5132.666667,SI,G-I,G-I,Oct,2019,1.5-1.69
3288.333333,I1,G-I,G-I,Oct,2019,1.5-1.69
3347.625,VVS,L-M,J-M,Oct,2019,1.5-1.69
3163.25,VS,L-M,J-M,Oct,2019,1.5-1.69
2742,SI,L-M,J-M,Oct,2019,1.5-1.69
2088,I1,L-M,J-M,Oct,2019,1.5-1.69
15620,VVS,E-F,E-F,Oct,2019,2.01-2.09
12317.5,VS,E-F,E-F,Oct,2019,2.01-2.09
8010,SI,E-F,E-F,Oct,2019,2.01-2.09
4379,I1,E-F,E-F,Oct,2019,2.01-2.09
10423.33333,VVS,G-I,G-I,Oct,2019,2.01-2.09
8889.333333,VS,G-I,G-I,Oct,2019,2.01-2.09
6679.166667,SI,G-I,G-I,Oct,2019,2.01-2.09
3969.333333,I1,G-I,G-I,Oct,2019,2.01-2.09
4602.25,VVS,L-M,J-M,Oct,2019,2.01-2.09
4245,VS,L-M,J-M,Oct,2019,2.01-2.09
3585.75,SI,L-M,J-M,Oct,2019,2.01-2.09
2592,I1,L-M,J-M,Oct,2019,2.01-2.09
3800.625,VVS,J-K,J-M,Oct,2019,1.01-1.09
3634,VS,J-K,J-M,Oct,2019,1.01-1.09
3160.5,SI,J-K,J-M,Oct,2019,1.01-1.09
2336,I1,J-K,J-M,Oct,2019,1.01-1.09
4598.5,VVS,J-K,J-M,Oct,2019,1.5-1.69
4337.25,VS,J-K,J-M,Oct,2019,1.5-1.69
3689.5,SI,J-K,J-M,Oct,2019,1.5-1.69
2593,I1,J-K,J-M,Oct,2019,1.5-1.69
6100.25,VVS,J-K,J-M,Oct,2019,2.01-2.09
5490,VS,J-K,J-M,Oct,2019,2.01-2.09
4613.75,SI,J-K,J-M,Oct,2019,2.01-2.09
3370,I1,J-K,J-M,Oct,2019,2.01-2.09
7642,VVS,E-F,E-F,Nov,2019,1.01-1.09
6529.5,VS,E-F,E-F,Nov,2019,1.01-1.09
4780.75,SI,E-F,E-F,Nov,2019,1.01-1.09
3337.5,I1,E-F,E-F,Nov,2019,1.01-1.09
5529.5,VVS,G-I,G-I,Nov,2019,1.01-1.09
5230,VS,G-I,G-I,Nov,2019,1.01-1.09
4084.5,SI,G-I,G-I,Nov,2019,1.01-1.09
2844,I1,G-I,G-I,Nov,2019,1.01-1.09
3022.25,VVS,L-M,J-M,Nov,2019,1.01-1.09
2841.5,VS,L-M,J-M,Nov,2019,1.01-1.09
2433.75,SI,L-M,J-M,Nov,2019,1.01-1.09
2048,I1,L-M,J-M,Nov,2019,1.01-1.09
10305.5,VVS,E-F,E-F,Nov,2019,1.5-1.69
8535.5,VS,E-F,E-F,Nov,2019,1.5-1.69
6037.5,SI,E-F,E-F,Nov,2019,1.5-1.69
3535,I1,E-F,E-F,Nov,2019,1.5-1.69
7020,VVS,G-I,G-I,Nov,2019,1.5-1.69
6462.333333,VS,G-I,G-I,Nov,2019,1.5-1.69
5132.666667,SI,G-I,G-I,Nov,2019,1.5-1.69
3288.333333,I1,G-I,G-I,Nov,2019,1.5-1.69
3347.625,VVS,L-M,J-M,Nov,2019,1.5-1.69
3163.25,VS,L-M,J-M,Nov,2019,1.5-1.69
2742,SI,L-M,J-M,Nov,2019,1.5-1.69
2088,I1,L-M,J-M,Nov,2019,1.5-1.69
15620,VVS,E-F,E-F,Nov,2019,2.01-2.09
12317.5,VS,E-F,E-F,Nov,2019,2.01-2.09
8010,SI,E-F,E-F,Nov,2019,2.01-2.09
4379,I1,E-F,E-F,Nov,2019,2.01-2.09
10423.33333,VVS,G-I,G-I,Nov,2019,2.01-2.09
8889.333333,VS,G-I,G-I,Nov,2019,2.01-2.09
6679.166667,SI,G-I,G-I,Nov,2019,2.01-2.09
3969.333333,I1,G-I,G-I,Nov,2019,2.01-2.09
4602.25,VVS,L-M,J-M,Nov,2019,2.01-2.09
4245,VS,L-M,J-M,Nov,2019,2.01-2.09
3585.75,SI,L-M,J-M,Nov,2019,2.01-2.09
2592,I1,L-M,J-M,Nov,2019,2.01-2.09
3800.625,VVS,J-K,J-M,Nov,2019,1.01-1.09
3634,VS,J-K,J-M,Nov,2019,1.01-1.09
3160.5,SI,J-K,J-M,Nov,2019,1.01-1.09
2336,I1,J-K,J-M,Nov,2019,1.01-1.09
4598.5,VVS,J-K,J-M,Nov,2019,1.5-1.69
4337.25,VS,J-K,J-M,Nov,2019,1.5-1.69
3689.5,SI,J-K,J-M,Nov,2019,1.5-1.69
2593,I1,J-K,J-M,Nov,2019,1.5-1.69
6100.25,VVS,J-K,J-M,Nov,2019,2.01-2.09
5490,VS,J-K,J-M,Nov,2019,2.01-2.09
4613.75,SI,J-K,J-M,Nov,2019,2.01-2.09
3370,I1,J-K,J-M,Nov,2019,2.01-2.09
7642,VVS,E-F,E-F,Dec,2019,1.01-1.09
6529.5,VS,E-F,E-F,Dec,2019,1.01-1.09
4780.75,SI,E-F,E-F,Dec,2019,1.01-1.09
3337.5,I1,E-F,E-F,Dec,2019,1.01-1.09
5488.333333,VVS,G-I,G-I,Dec,2019,1.01-1.09
5178.833333,VS,G-I,G-I,Dec,2019,1.01-1.09
4084.5,SI,G-I,G-I,Dec,2019,1.01-1.09
2844,I1,G-I,G-I,Dec,2019,1.01-1.09
3022.25,VVS,L-M,J-M,Dec,2019,1.01-1.09
2841.5,VS,L-M,J-M,Dec,2019,1.01-1.09
2433.75,SI,L-M,J-M,Dec,2019,1.01-1.09
2048,I1,L-M,J-M,Dec,2019,1.01-1.09
10305.5,VVS,E-F,E-F,Dec,2019,1.5-1.69
8535.5,VS,E-F,E-F,Dec,2019,1.5-1.69
6037.5,SI,E-F,E-F,Dec,2019,1.5-1.69
3535,I1,E-F,E-F,Dec,2019,1.5-1.69
7020,VVS,G-I,G-I,Dec,2019,1.5-1.69
6462.333333,VS,G-I,G-I,Dec,2019,1.5-1.69
5132.666667,SI,G-I,G-I,Dec,2019,1.5-1.69
3288.333333,I1,G-I,G-I,Dec,2019,1.5-1.69
3347.625,VVS,L-M,J-M,Dec,2019,1.5-1.69
3163.25,VS,L-M,J-M,Dec,2019,1.5-1.69
2742,SI,L-M,J-M,Dec,2019,1.5-1.69
2088,I1,L-M,J-M,Dec,2019,1.5-1.69
15620,VVS,E-F,E-F,Dec,2019,2.01-2.09
12317.5,VS,E-F,E-F,Dec,2019,2.01-2.09
8010,SI,E-F,E-F,Dec,2019,2.01-2.09
4379,I1,E-F,E-F,Dec,2019,2.01-2.09
10423.33333,VVS,G-I,G-I,Dec,2019,2.01-2.09
8889.333333,VS,G-I,G-I,Dec,2019,2.01-2.09
6679.166667,SI,G-I,G-I,Dec,2019,2.01-2.09
3969.333333,I1,G-I,G-I,Dec,2019,2.01-2.09
4602.25,VVS,L-M,J-M,Dec,2019,2.01-2.09
4245,VS,L-M,J-M,Dec,2019,2.01-2.09
3585.75,SI,L-M,J-M,Dec,2019,2.01-2.09
2592,I1,L-M,J-M,Dec,2019,2.01-2.09
3755.125,VVS,J-K,J-M,Dec,2019,1.01-1.09
3605,VS,J-K,J-M,Dec,2019,1.01-1.09
3160.5,SI,J-K,J-M,Dec,2019,1.01-1.09
2336,I1,J-K,J-M,Dec,2019,1.01-1.09
4598.5,VVS,J-K,J-M,Dec,2019,1.5-1.69
4337.25,VS,J-K,J-M,Dec,2019,1.5-1.69
3689.5,SI,J-K,J-M,Dec,2019,1.5-1.69
2593,I1,J-K,J-M,Dec,2019,1.5-1.69
6100.25,VVS,J-K,J-M,Dec,2019,2.01-2.09
5490,VS,J-K,J-M,Dec,2019,2.01-2.09
4613.75,SI,J-K,J-M,Dec,2019,2.01-2.09
3370,I1,J-K,J-M,Dec,2019,2.01-2.09
7642,VVS,E-F,E-F,Jan,2020,1.01-1.09
6529.5,VS,E-F,E-F,Jan,2020,1.01-1.09
4780.75,SI,E-F,E-F,Jan,2020,1.01-1.09
3337.5,I1,E-F,E-F,Jan,2020,1.01-1.09
5488.333333,VVS,G-I,G-I,Jan,2020,1.01-1.09
5178.833333,VS,G-I,G-I,Jan,2020,1.01-1.09
4084.5,SI,G-I,G-I,Jan,2020,1.01-1.09
2844,I1,G-I,G-I,Jan,2020,1.01-1.09
3022.25,VVS,L-M,J-M,Jan,2020,1.01-1.09
2841.5,VS,L-M,J-M,Jan,2020,1.01-1.09
2433.75,SI,L-M,J-M,Jan,2020,1.01-1.09
2048,I1,L-M,J-M,Jan,2020,1.01-1.09
10305.5,VVS,E-F,E-F,Jan,2020,1.5-1.69
8535.5,VS,E-F,E-F,Jan,2020,1.5-1.69
6037.5,SI,E-F,E-F,Jan,2020,1.5-1.69
3535,I1,E-F,E-F,Jan,2020,1.5-1.69
7020,VVS,G-I,G-I,Jan,2020,1.5-1.69
6462.333333,VS,G-I,G-I,Jan,2020,1.5-1.69
5132.666667,SI,G-I,G-I,Jan,2020,1.5-1.69
3288.333333,I1,G-I,G-I,Jan,2020,1.5-1.69
3347.625,VVS,L-M,J-M,Jan,2020,1.5-1.69
3163.25,VS,L-M,J-M,Jan,2020,1.5-1.69
2742,SI,L-M,J-M,Jan,2020,1.5-1.69
2088,I1,L-M,J-M,Jan,2020,1.5-1.69
15620,VVS,E-F,E-F,Jan,2020,2.01-2.09
12317.5,VS,E-F,E-F,Jan,2020,2.01-2.09
8010,SI,E-F,E-F,Jan,2020,2.01-2.09
4379,I1,E-F,E-F,Jan,2020,2.01-2.09
10423.33333,VVS,G-I,G-I,Jan,2020,2.01-2.09
8889.333333,VS,G-I,G-I,Jan,2020,2.01-2.09
6679.166667,SI,G-I,G-I,Jan,2020,2.01-2.09
3969.333333,I1,G-I,G-I,Jan,2020,2.01-2.09
4602.25,VVS,L-M,J-M,Jan,2020,2.01-2.09
4245,VS,L-M,J-M,Jan,2020,2.01-2.09
3585.75,SI,L-M,J-M,Jan,2020,2.01-2.09
2592,I1,L-M,J-M,Jan,2020,2.01-2.09
3755.125,VVS,J-K,J-M,Jan,2020,1.01-1.09
3605,VS,J-K,J-M,Jan,2020,1.01-1.09
3160.5,SI,J-K,J-M,Jan,2020,1.01-1.09
2336,I1,J-K,J-M,Jan,2020,1.01-1.09
4598.5,VVS,J-K,J-M,Jan,2020,1.5-1.69
4337.25,VS,J-K,J-M,Jan,2020,1.5-1.69
3689.5,SI,J-K,J-M,Jan,2020,1.5-1.69
2593,I1,J-K,J-M,Jan,2020,1.5-1.69
6100.25,VVS,J-K,J-M,Jan,2020,2.01-2.09
5490,VS,J-K,J-M,Jan,2020,2.01-2.09
4613.75,SI,J-K,J-M,Jan,2020,2.01-2.09
3370,I1,J-K,J-M,Jan,2020,2.01-2.09
7698,VVS,E-F,E-F,Feb,2020,1.01-1.09
